T23,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
498,Republic of Moldova,2015,Major trading partner 3 (% of exports),Russian Federation,,12.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
498,Republic of Moldova,2021,Major trading partner 3 (% of exports),Russian Federation,,8.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
498,Republic of Moldova,2010,Major trading partner 3 (% of imports),Romania,,10.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
498,Republic of Moldova,2015,Major trading partner 3 (% of imports),Romania,,13.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
498,Republic of Moldova,2021,Major trading partner 3 (% of imports),Romania,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
642,Romania,2010,Major trading partner 1 (% of exports),Germany,,18.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
642,Romania,2015,Major trading partner 1 (% of exports),Germany,,19.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
642,Romania,2021,Major trading partner 1 (% of exports),Germany,,20.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
642,Romania,2010,Major trading partner 1 (% of imports),Germany,,16.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
642,Romania,2015,Major trading partner 1 (% of imports),Germany,,19.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
642,Romania,2021,Major trading partner 1 (% of imports),Germany,,20.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
642,Romania,2010,Major trading partner 2 (% of exports),Italy,,13.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
642,Romania,2015,Major trading partner 2 (% of exports),Italy,,12.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
642,Romania,2021,Major trading partner 2 (% of exports),Italy,,10.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
642,Romania,2010,Major trading partner 2 (% of imports),Italy,,11.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
642,Romania,2015,Major trading partner 2 (% of imports),Italy,,10.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
642,Romania,2021,Major trading partner 2 (% of imports),Italy,,8.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
642,Romania,2010,Major trading partner 3 (% of exports),France,,8.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
642,Romania,2015,Major trading partner 3 (% of exports),France,,6.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
642,Romania,2021,Major trading partner 3 (% of exports),France,,6.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
642,Romania,2010,Major trading partner 3 (% of imports),Hungary,,8.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
642,Romania,2015,Major trading partner 3 (% of imports),Hungary,,7.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
642,Romania,2021,Major trading partner 3 (% of imports),Hungary,,6.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
643,Russian Federation,2010,Major trading partner 1 (% of exports),China,,5.0,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
643,Russian Federation,2015,Major trading partner 1 (% of exports),China,,8.3,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
643,Russian Federation,2021,Major trading partner 1 (% of exports),China,,14.6,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
643,Russian Federation,2010,Major trading partner 1 (% of imports),China,,17.0,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
643,Russian Federation,2015,Major trading partner 1 (% of imports),China,,19.3,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
643,Russian Federation,2021,Major trading partner 1 (% of imports),China,,23.7,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
643,Russian Federation,2010,Major trading partner 2 (% of exports),Netherlands,,13.4,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
643,Russian Federation,2015,Major trading partner 2 (% of exports),Netherlands,,12.3,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
643,Russian Federation,2021,Major trading partner 2 (% of exports),Netherlands,,7.4,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
643,Russian Federation,2010,Major trading partner 2 (% of imports),Germany,,11.6,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
643,Russian Federation,2015,Major trading partner 2 (% of imports),Germany,,10.5,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
643,Russian Federation,2021,Major trading partner 2 (% of imports),Germany,,10.1,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
643,Russian Federation,2010,Major trading partner 3 (% of exports),United Kingdom,,2.4,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
643,Russian Federation,2015,Major trading partner 3 (% of exports),United Kingdom,,1.4,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
643,Russian Federation,2021,Major trading partner 3 (% of exports),United Kingdom,,6.9,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
643,Russian Federation,2010,Major trading partner 3 (% of imports),United States,,4.3,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
643,Russian Federation,2015,Major trading partner 3 (% of imports),United States,,6.5,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
643,Russian Federation,2021,Major trading partner 3 (% of imports),United States,,5.7,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
646,Rwanda,2010,Major trading partner 1 (% of exports),Dem. Rep. of Congo,,7.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
646,Rwanda,2015,Major trading partner 1 (% of exports),Dem. Rep. of Congo,,32.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
646,Rwanda,2021,Major trading partner 1 (% of exports),Dem. Rep. of Congo,,32.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
646,Rwanda,2010,Major trading partner 1 (% of imports),China,,15.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
646,Rwanda,2015,Major trading partner 1 (% of imports),China,,16.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
646,Rwanda,2021,Major trading partner 1 (% of imports),China,,19.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
646,Rwanda,2010,Major trading partner 2 (% of exports),United Arab Emirates,,0.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
646,Rwanda,2015,Major trading partner 2 (% of exports),United Arab Emirates,,4.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
646,Rwanda,2021,Major trading partner 2 (% of exports),United Arab Emirates,,29.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
646,Rwanda,2010,Major trading partner 2 (% of imports),India,,5.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
646,Rwanda,2015,Major trading partner 2 (% of imports),India,,12.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
646,Rwanda,2021,Major trading partner 2 (% of imports),India,,8.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
646,Rwanda,2010,Major trading partner 3 (% of exports),Uganda,,2.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
646,Rwanda,2015,Major trading partner 3 (% of exports),Uganda,,1.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
646,Rwanda,2021,Major trading partner 3 (% of exports),Uganda,,5.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
646,Rwanda,2010,Major trading partner 3 (% of imports),Kenya,,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
646,Rwanda,2015,Major trading partner 3 (% of imports),Kenya,,6.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
646,Rwanda,2021,Major trading partner 3 (% of imports),Kenya,,8.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
654,Saint Helena,2010,Major trading partner 1 (% of exports),United States,,34.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
654,Saint Helena,2015,Major trading partner 1 (% of exports),United States,,37.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
654,Saint Helena,2021,Major trading partner 1 (% of exports),United States,,84.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
654,Saint Helena,2010,Major trading partner 1 (% of imports),United Kingdom,,45.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
654,Saint Helena,2015,Major trading partner 1 (% of imports),United Kingdom,,46.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
654,Saint Helena,2021,Major trading partner 1 (% of imports),United Kingdom,,44.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
654,Saint Helena,2010,Major trading partner 2 (% of exports),Japan,,21.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
654,Saint Helena,2015,Major trading partner 2 (% of exports),Japan,,10.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
654,Saint Helena,2021,Major trading partner 2 (% of exports),Japan,,5.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
654,Saint Helena,2010,Major trading partner 2 (% of imports),United States,,1.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
654,Saint Helena,2015,Major trading partner 2 (% of imports),United States,,5.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
654,Saint Helena,2021,Major trading partner 2 (% of imports),United States,,24.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
654,Saint Helena,2015,Major trading partner 3 (% of exports),Greece,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
654,Saint Helena,2021,Major trading partner 3 (% of exports),Greece,,2.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
654,Saint Helena,2010,Major trading partner 3 (% of imports),South Africa,,14.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
654,Saint Helena,2015,Major trading partner 3 (% of imports),South Africa,,20.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
654,Saint Helena,2021,Major trading partner 3 (% of imports),South Africa,,19.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
659,Saint Kitts and Nevis,2010,Major trading partner 1 (% of exports),United States,,74.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
659,Saint Kitts and Nevis,2015,Major trading partner 1 (% of exports),United States,,65.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
659,Saint Kitts and Nevis,2021,Major trading partner 1 (% of exports),United States,,57.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
659,Saint Kitts and Nevis,2010,Major trading partner 1 (% of imports),United States,,68.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
659,Saint Kitts and Nevis,2015,Major trading partner 1 (% of imports),United States,,60.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
659,Saint Kitts and Nevis,2021,Major trading partner 1 (% of imports),United States,,47.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
659,Saint Kitts and Nevis,2010,Major trading partner 2 (% of exports),Italy,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
659,Saint Kitts and Nevis,2021,Major trading partner 2 (% of exports),Italy,,16.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
659,Saint Kitts and Nevis,2010,Major trading partner 2 (% of imports),Republic of Korea,,0.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
659,Saint Kitts and Nevis,2015,Major trading partner 2 (% of imports),Republic of Korea,,1.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
659,Saint Kitts and Nevis,2021,Major trading partner 2 (% of imports),Republic of Korea,,13.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
659,Saint Kitts and Nevis,2010,Major trading partner 3 (% of exports),Canada,,0.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
659,Saint Kitts and Nevis,2015,Major trading partner 3 (% of exports),Canada,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
659,Saint Kitts and Nevis,2021,Major trading partner 3 (% of exports),Canada,,3.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
659,Saint Kitts and Nevis,2010,Major trading partner 3 (% of imports),Trinidad and Tobago,,6.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
659,Saint Kitts and Nevis,2015,Major trading partner 3 (% of imports),Trinidad and Tobago,,7.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
659,Saint Kitts and Nevis,2021,Major trading partner 3 (% of imports),Trinidad and Tobago,,8.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
662,Saint Lucia,2010,Major trading partner 1 (% of exports),United States,,57.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
662,Saint Lucia,2015,Major trading partner 1 (% of exports),United States,,47.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
662,Saint Lucia,2021,Major trading partner 1 (% of exports),United States,,33.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
662,Saint Lucia,2010,Major trading partner 1 (% of imports),United States,,42.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
662,Saint Lucia,2015,Major trading partner 1 (% of imports),United States,,44.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
662,Saint Lucia,2021,Major trading partner 1 (% of imports),United States,,42.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
662,Saint Lucia,2010,Major trading partner 2 (% of exports),Barbados,,5.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
662,Saint Lucia,2015,Major trading partner 2 (% of exports),Barbados,,3.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
662,Saint Lucia,2021,Major trading partner 2 (% of exports),Barbados,,10.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
662,Saint Lucia,2010,Major trading partner 2 (% of imports),Trinidad and Tobago,,21.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
662,Saint Lucia,2015,Major trading partner 2 (% of imports),Trinidad and Tobago,,19.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
662,Saint Lucia,2021,Major trading partner 2 (% of imports),Trinidad and Tobago,,16.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
662,Saint Lucia,2010,Major trading partner 3 (% of exports),Trinidad and Tobago,,19.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
662,Saint Lucia,2015,Major trading partner 3 (% of exports),Trinidad and Tobago,,7.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
662,Saint Lucia,2021,Major trading partner 3 (% of exports),Trinidad and Tobago,,8.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
662,Saint Lucia,2010,Major trading partner 3 (% of imports),China,,1.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
662,Saint Lucia,2015,Major trading partner 3 (% of imports),China,,1.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
662,Saint Lucia,2021,Major trading partner 3 (% of imports),China,,5.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
666,Saint Pierre and Miquelon,2010,Major trading partner 1 (% of exports),Canada,,21.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
666,Saint Pierre and Miquelon,2015,Major trading partner 1 (% of exports),Canada,,49.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
666,Saint Pierre and Miquelon,2021,Major trading partner 1 (% of exports),Canada,,78.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
666,Saint Pierre and Miquelon,2010,Major trading partner 1 (% of imports),France,,62.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
666,Saint Pierre and Miquelon,2015,Major trading partner 1 (% of imports),France,,63.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
666,Saint Pierre and Miquelon,2021,Major trading partner 1 (% of imports),France,,57.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
666,Saint Pierre and Miquelon,2010,Major trading partner 2 (% of exports),France,,14.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
666,Saint Pierre and Miquelon,2015,Major trading partner 2 (% of exports),France,,20.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
666,Saint Pierre and Miquelon,2021,Major trading partner 2 (% of exports),France,,9.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
666,Saint Pierre and Miquelon,2010,Major trading partner 2 (% of imports),Canada,,33.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
666,Saint Pierre and Miquelon,2015,Major trading partner 2 (% of imports),Canada,,30.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
666,Saint Pierre and Miquelon,2021,Major trading partner 2 (% of imports),Canada,,36.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
666,Saint Pierre and Miquelon,2010,Major trading partner 3 (% of exports),Ireland,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
666,Saint Pierre and Miquelon,2021,Major trading partner 3 (% of exports),Ireland,,5.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
666,Saint Pierre and Miquelon,2010,Major trading partner 3 (% of imports),Netherlands,,0.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
666,Saint Pierre and Miquelon,2015,Major trading partner 3 (% of imports),Netherlands,,1.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
666,Saint Pierre and Miquelon,2021,Major trading partner 3 (% of imports),Netherlands,,2.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
670,Saint Vincent & Grenadines,2010,Major trading partner 1 (% of exports),Barbados,,11.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
670,Saint Vincent & Grenadines,2015,Major trading partner 1 (% of exports),Barbados,,16.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
670,Saint Vincent & Grenadines,2021,Major trading partner 1 (% of exports),Barbados,,16.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
670,Saint Vincent & Grenadines,2010,Major trading partner 1 (% of imports),United States,,33.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
670,Saint Vincent & Grenadines,2015,Major trading partner 1 (% of imports),United States,,38.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
670,Saint Vincent & Grenadines,2021,Major trading partner 1 (% of imports),United States,,46.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
670,Saint Vincent & Grenadines,2010,Major trading partner 2 (% of exports),Saint Lucia,,20.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
670,Saint Vincent & Grenadines,2015,Major trading partner 2 (% of exports),Saint Lucia,,16.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
670,Saint Vincent & Grenadines,2021,Major trading partner 2 (% of exports),Saint Lucia,,16.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
670,Saint Vincent & Grenadines,2010,Major trading partner 2 (% of imports),Trinidad and Tobago,,27.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
670,Saint Vincent & Grenadines,2015,Major trading partner 2 (% of imports),Trinidad and Tobago,,17.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
670,Saint Vincent & Grenadines,2021,Major trading partner 2 (% of imports),Trinidad and Tobago,,9.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
