T23,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
203,Czechia,2015,Major trading partner 3 (% of imports),Poland,,7.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
203,Czechia,2021,Major trading partner 3 (% of imports),Poland,,8.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
408,Dem. People's Rep. Korea,2010,Major trading partner 1 (% of exports),China,,55.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
408,Dem. People's Rep. Korea,2015,Major trading partner 1 (% of exports),China,,82.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
408,Dem. People's Rep. Korea,2021,Major trading partner 1 (% of exports),China,,25.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
408,Dem. People's Rep. Korea,2010,Major trading partner 1 (% of imports),China,,62.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
408,Dem. People's Rep. Korea,2015,Major trading partner 1 (% of imports),China,,84.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
408,Dem. People's Rep. Korea,2021,Major trading partner 1 (% of imports),China,,71.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
408,Dem. People's Rep. Korea,2010,Major trading partner 2 (% of exports),Senegal,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
408,Dem. People's Rep. Korea,2015,Major trading partner 2 (% of exports),Senegal,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
408,Dem. People's Rep. Korea,2021,Major trading partner 2 (% of exports),Senegal,,18.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
408,Dem. People's Rep. Korea,2010,Major trading partner 2 (% of imports),Russian Federation,,1.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
408,Dem. People's Rep. Korea,2015,Major trading partner 2 (% of imports),Russian Federation,,2.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
408,Dem. People's Rep. Korea,2021,Major trading partner 2 (% of imports),Russian Federation,,17.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
408,Dem. People's Rep. Korea,2010,Major trading partner 3 (% of exports),Angola,,0.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
408,Dem. People's Rep. Korea,2015,Major trading partner 3 (% of exports),Angola,,1.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
408,Dem. People's Rep. Korea,2021,Major trading partner 3 (% of exports),Angola,,6.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
408,Dem. People's Rep. Korea,2021,Major trading partner 3 (% of imports),Dem. Rep. of Congo,,4.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
180,Dem. Rep. of the Congo,2010,Major trading partner 1 (% of exports),China,,43.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
180,Dem. Rep. of the Congo,2015,Major trading partner 1 (% of exports),China,,44.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
180,Dem. Rep. of the Congo,2021,Major trading partner 1 (% of exports),China,,41.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
180,Dem. Rep. of the Congo,2010,Major trading partner 1 (% of imports),China,,10.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
180,Dem. Rep. of the Congo,2015,Major trading partner 1 (% of imports),China,,22.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
180,Dem. Rep. of the Congo,2021,Major trading partner 1 (% of imports),China,,25.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
180,Dem. Rep. of the Congo,2010,Major trading partner 2 (% of exports),United Rep. Tanzania,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
180,Dem. Rep. of the Congo,2015,Major trading partner 2 (% of exports),United Rep. Tanzania,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
180,Dem. Rep. of the Congo,2021,Major trading partner 2 (% of exports),United Rep. Tanzania,,11.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
180,Dem. Rep. of the Congo,2010,Major trading partner 2 (% of imports),United States,,2.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
180,Dem. Rep. of the Congo,2015,Major trading partner 2 (% of imports),United States,,2.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
180,Dem. Rep. of the Congo,2021,Major trading partner 2 (% of imports),United States,,21.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
180,Dem. Rep. of the Congo,2010,Major trading partner 3 (% of exports),Zambia,,21.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
180,Dem. Rep. of the Congo,2015,Major trading partner 3 (% of exports),Zambia,,7.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
180,Dem. Rep. of the Congo,2021,Major trading partner 3 (% of exports),Zambia,,8.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
180,Dem. Rep. of the Congo,2010,Major trading partner 3 (% of imports),South Africa,,19.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
180,Dem. Rep. of the Congo,2015,Major trading partner 3 (% of imports),South Africa,,15.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
180,Dem. Rep. of the Congo,2021,Major trading partner 3 (% of imports),South Africa,,9.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
208,Denmark,2010,Major trading partner 1 (% of exports),Undisclosed,Undisclosed (Special categories).,1.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
208,Denmark,2015,Major trading partner 1 (% of exports),Undisclosed,Undisclosed (Special categories).,2.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
208,Denmark,2021,Major trading partner 1 (% of exports),Undisclosed,Undisclosed (Special categories).,18.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
208,Denmark,2010,Major trading partner 1 (% of imports),Germany,,20.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
208,Denmark,2015,Major trading partner 1 (% of imports),Germany,,20.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
208,Denmark,2021,Major trading partner 1 (% of imports),Germany,,20.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
208,Denmark,2010,Major trading partner 2 (% of exports),Germany,,17.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
208,Denmark,2015,Major trading partner 2 (% of exports),Germany,,19.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
208,Denmark,2021,Major trading partner 2 (% of exports),Germany,,12.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
208,Denmark,2010,Major trading partner 2 (% of imports),Sweden,,13.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
208,Denmark,2015,Major trading partner 2 (% of imports),Sweden,,12.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
208,Denmark,2021,Major trading partner 2 (% of imports),Sweden,,12.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
208,Denmark,2010,Major trading partner 3 (% of exports),Sweden,,15.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
208,Denmark,2015,Major trading partner 3 (% of exports),Sweden,,14.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
208,Denmark,2021,Major trading partner 3 (% of exports),Sweden,,9.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
208,Denmark,2010,Major trading partner 3 (% of imports),Netherlands,,7.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
208,Denmark,2015,Major trading partner 3 (% of imports),Netherlands,,8.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
208,Denmark,2021,Major trading partner 3 (% of imports),Netherlands,,8.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
262,Djibouti,2010,Major trading partner 1 (% of exports),China,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
262,Djibouti,2015,Major trading partner 1 (% of exports),China,,0.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
262,Djibouti,2021,Major trading partner 1 (% of exports),China,,25.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
262,Djibouti,2010,Major trading partner 1 (% of imports),China,,3.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
262,Djibouti,2015,Major trading partner 1 (% of imports),China,,46.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
262,Djibouti,2021,Major trading partner 1 (% of imports),China,,38.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
262,Djibouti,2010,Major trading partner 2 (% of exports),India,,0.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
